ffi,ffi_name,ffi_desp,sic_s,sic_e,sic_desp
7,Fun,Entertainment,7900,7900,Services - amusement and recreation
7,Fun,Entertainment,7910,7911,Services - dance studios
7,Fun,Entertainment,7920,7929,"Services - bands, entertainers"
7,Fun,Entertainment,7930,7933,Services - bowling centers
7,Fun,Entertainment,7940,7949,Services - professional sports
7,Fun,Entertainment,7980,7980,Amusement and recreation services (?)
7,Fun,Entertainment,7990,7999,Services - Misc entertainment
8,Books,Printing and Publishing,2700,2709,Printing publishing and allied
8,Books,Printing and Publishing,2710,2719,Newspapers: publishing-printing
8,Books,Printing and Publishing,2720,2729,Periodicals: publishing-printing
8,Books,Printing and Publishing,2730,2739,Books: publishing-printing
8,Books,Printing and Publishing,2740,2749,Misc publishing
8,Books,Printing and Publishing,2770,2771,Greeting card
8,Books,Printing and Publishing,2780,2789,Bookbinding
8,Books,Printing and Publishing,2790,2799,Service industries for the print trade
9,Hshld,Consumer Goods,2047,2047,Dog and cat food
9,Hshld,Consumer Goods,2391,2392,"Curtains, home furnishings"
9,Hshld,Consumer Goods,2510,2519,Household furniture
9,Hshld,Consumer Goods,2590,2599,Misc furniture and fixtures
9,Hshld,Consumer Goods,2840,2843,Soap & other detergents
9,Hshld,Consumer Goods,2844,2844,"Perfumes, cosmetics and other toilet preparations"
9,Hshld,Consumer Goods,3160,3161,Luggage
9,Hshld,Consumer Goods,3170,3171,Handbags and purses
9,Hshld,Consumer Goods,3172,3172,"Personal leather goods, except handbags and purses"
9,Hshld,Consumer Goods,3190,3199,Leather goods
9,Hshld,Consumer Goods,3229,3229,Pressed and blown glass
9,Hshld,Consumer Goods,3260,3260,Pottery and related products
9,Hshld,Consumer Goods,3262,3263,China and earthenware table articles
9,Hshld,Consumer Goods,3269,3269,Pottery products
9,Hshld,Consumer Goods,3230,3231,Glass products
9,Hshld,Consumer Goods,3630,3639,Household appliances
9,Hshld,Consumer Goods,3750,3751,"Motorcycles, bicycles and parts (Harley & Huffy)"
9,Hshld,Consumer Goods,3800,3800,"Misc instruments, photo goods & watches"
9,Hshld,Consumer Goods,3860,3861,"Photographic equipment (Kodak etc, but also Xerox)"
9,Hshld,Consumer Goods,3870,3873,"Watches, clocks and parts"
9,Hshld,Consumer Goods,3910,3911,"Jewelry, precious metals"
9,Hshld,Consumer Goods,3914,3914,Silverware
9,Hshld,Consumer Goods,3915,3915,Jewelers' findings and materials
9,Hshld,Consumer Goods,3960,3962,Costume jewelry and novelties
9,Hshld,Consumer Goods,3991,3991,Brooms and brushes
9,Hshld,Consumer Goods,3995,3995,Burial caskets
10,Clths,Apparel,2300,2390,Apparel and other finished products
10,Clths,Apparel,3020,3021,Rubber and plastics footwear
10,Clths,Apparel,3100,3111,Leather tanning and finishing
10,Clths,Apparel,3130,3131,Boot & shoe cut stock & findings
10,Clths,Apparel,3140,3149,"Footwear, except rubber"
10,Clths,Apparel,3150,3151,Leather gloves and mittens
10,Clths,Apparel,3963,3965,"Fasteners, buttons, needles, pins"
11,Hlth,Healthcare,8000,8099,Services - health
12,MedEq,Medical Equipment,3693,3693,"X-ray, electromedical app"
12,MedEq,Medical Equipment,3840,3849,"Surgical, medical, and dental instruments and supplies"
12,MedEq,Medical Equipment,3850,3851,Ophthalmic goods
13,Drugs,Pharmaceutical Products,2830,2830,Drugs
13,Drugs,Pharmaceutical Products,2831,2831,Biological products
13,Drugs,Pharmaceutical Products,2833,2833,Medicinal chemicals
13,Drugs,Pharmaceutical Products,2834,2834,Pharmaceutical preparations
13,Drugs,Pharmaceutical Products,2835,2835,"In vitro, in vivo diagnostic substances"
13,Drugs,Pharmaceutical Products,2836,2836,"Biological products, except diagnostic substances"
14,Chems,Chemicals,2800,2809,Chemicals and allied products
14,Chems,Chemicals,2810,2819,Industrial inorganic chemicals
14,Chems,Chemicals,2820,2829,Plastic material & synthetic resin/rubber
14,Chems,Chemicals,2850,2859,Paints
14,Chems,Chemicals,2860,2869,Industrial organic chemicals
14,Chems,Chemicals,2870,2879,Agriculture chemicals
14,Chems,Chemicals,2890,2899,Misc chemical products
15,Rubbr,Rubber and Plastic Products,3031,3031,Reclaimed rubber
15,Rubbr,Rubber and Plastic Products,3041,3041,Rubber & plastic hose & belting
15,Rubbr,Rubber and Plastic Products,3050,3053,"Gaskets, hoses, etc"
15,Rubbr,Rubber and Plastic Products,3060,3069,Fabricated rubber products
15,Rubbr,Rubber and Plastic Products,3070,3079,Misc rubber products (?)
15,Rubbr,Rubber and Plastic Products,3080,3089,Misc plastic products
15,Rubbr,Rubber and Plastic Products,3090,3099,Misc rubber and plastic products (?)
16,Txtls,Textiles,2200,2269,Textile mill products
16,Txtls,Textiles,2270,2279,Floor covering mills
16,Txtls,Textiles,2280,2284,Yarn and thread mills
16,Txtls,Textiles,2290,2295,Misc textile goods
16,Txtls,Textiles,2297,2297,Non-woven fabrics
16,Txtls,Textiles,2298,2298,Cordage and twine
16,Txtls,Textiles,2299,2299,Misc textile products
16,Txtls,Textiles,2393,2395,"Textile bags, canvas products"
16,Txtls,Textiles,2397,2399,Misc textile products
17,BldMt,Construction Materials,0800,0899,Forestry
17,BldMt,Construction Materials,2400,2439,Lumber and wood products
17,BldMt,Construction Materials,2450,2459,Wood buildings & mobile homes
17,BldMt,Construction Materials,2490,2499,Misc wood products
17,BldMt,Construction Materials,2660,2661,Building paper and board mills
17,BldMt,Construction Materials,2950,2952,Paving & roofing materials
17,BldMt,Construction Materials,3200,3200,"Stone, clay, glass, concrete, etc"
17,BldMt,Construction Materials,3210,3211,Flat glass
17,BldMt,Construction Materials,3240,3241,"Cement, hydraulic"
17,BldMt,Construction Materials,3250,3259,Structural clay products
17,BldMt,Construction Materials,3261,3261,Vitreous china plumbing fixtures
17,BldMt,Construction Materials,3264,3264,Porcelain electrical supplies
17,BldMt,Construction Materials,3270,3275,"Concrete, gypsum & plaster products"
17,BldMt,Construction Materials,3280,3281,Cut stone and stone products
17,BldMt,Construction Materials,3290,3293,Abrasive and asbestos products
17,BldMt,Construction Materials,3295,3299,Misc nonmetallic mineral products
17,BldMt,Construction Materials,3420,3429,"Cutlery, hand tools and general hardware"
17,BldMt,Construction Materials,3430,3433,Heating equipment & plumbing fixtures
17,BldMt,Construction Materials,3440,3441,Fabricated structural metal products
17,BldMt,Construction Materials,3442,3442,"Metal doors, frames"
17,BldMt,Construction Materials,3446,3446,Architectural or ornamental metal work
17,BldMt,Construction Materials,3448,3448,Prefabricated metal buildings and components
17,BldMt,Construction Materials,3449,3449,Misc structural metal work
17,BldMt,Construction Materials,3450,3451,Screw machine products
17,BldMt,Construction Materials,3452,3452,"Bolts, nuts, screws, rivets and washers"
17,BldMt,Construction Materials,3490,3499,Misc fabricated metal products
17,BldMt,Construction Materials,3996,3996,Hard surface floor coverings
18,Cnstr,Construction,1500,1511,Build construction - general contractors
18,Cnstr,Construction,1520,1529,General building contractors - residential
18,Cnstr,Construction,1530,1539,Operative builders
18,Cnstr,Construction,1540,1549,General building contractors - non-residential
18,Cnstr,Construction,1600,1699,Heavy construction - not building contractors
18,Cnstr,Construction,1700,1799,Construction - special contractors
19,Steel,Steel Works Etc,3300,3300,Primary metal industries
19,Steel,Steel Works Etc,3310,3317,Blast furnaces & steel works
19,Steel,Steel Works Etc,3320,3325,Iron & steel foundries
19,Steel,Steel Works Etc,3330,3339,Primary smelting & refining of nonferrous metals
19,Steel,Steel Works Etc,3340,3341,Secondary smelting & refining of nonferrous metals
19,Steel,Steel Works Etc,3350,3357,"Rolling, drawing & extruding of nonferrous metals"
19,Steel,Steel Works Etc,3360,3369,Nonferrous foundries and casting
19,Steel,Steel Works Etc,3370,3379,Steel works etc
19,Steel,Steel Works Etc,3390,3399,Misc primary metal products
20,FabPr,Fabricated Products,3400,3400,"Fabricated metal, except machinery and trans eq"
20,FabPr,Fabricated Products,3443,3443,Fabricated plate work
20,FabPr,Fabricated Products,3444,3444,Sheet metal work
20,FabPr,Fabricated Products,3460,3469,Metal forgings and stampings
20,FabPr,Fabricated Products,3470,3479,"Coating, engraving and allied services"
21,Mach,Machinery,3510,3519,Engines & turbines
21,Mach,Machinery,3520,3529,Farm and garden machinery and equipment
21,Mach,Machinery,3530,3530,"Construction, mining & material handling machinery & equipment"
21,Mach,Machinery,3531,3531,Construction machinery & equipment
21,Mach,Machinery,3532,3532,"Mining machinery & equipment, except oil field"
21,Mach,Machinery,3533,3533,Oil & gas field machinery & equipment
21,Mach,Machinery,3534,3534,Elevators & moving stairways
21,Mach,Machinery,3535,3535,Conveyors & conveying equipment
21,Mach,Machinery,3536,3536,"Cranes, hoists and monorail systems"
21,Mach,Machinery,3538,3538,Machinery
21,Mach,Machinery,3540,3549,Metalworking machinery & equipment
21,Mach,Machinery,3550,3559,Special industry machinery
21,Mach,Machinery,3560,3569,General industrial machinery & equipment
21,Mach,Machinery,3580,3580,Refrigeration & service industry machinery
21,Mach,Machinery,3581,3581,Automatic vending machines
21,Mach,Machinery,3582,3582,Commercial laundry and dry cleaning machines
21,Mach,Machinery,3585,3585,"Air conditioning, warm air heating and refrigeration equipment"
21,Mach,Machinery,3586,3586,Measuring and dispensing pumps
21,Mach,Machinery,3589,3589,Service industry machinery
21,Mach,Machinery,3590,3599,Misc industrial and commercial equipment and machinery
22,ElcEq,Electrical Equipment,3600,3600,Electronic & other electrical equipment
22,ElcEq,Electrical Equipment,3610,3613,Electric transmission and distribution equipment
22,ElcEq,Electrical Equipment,3620,3621,Electrical industrial apparatus
22,ElcEq,Electrical Equipment,3623,3629,Electrical industrial apparatus
22,ElcEq,Electrical Equipment,3640,3644,Electric lighting & wiring equipment
22,ElcEq,Electrical Equipment,3645,3645,Residential electric lighting fixtures
22,ElcEq,Electrical Equipment,3646,3646,"Commercial, industrial and institutional electric lighting fixtures"
22,ElcEq,Electrical Equipment,3648,3649,Misc lighting equipment
22,ElcEq,Electrical Equipment,3660,3660,Communications equipment
22,ElcEq,Electrical Equipment,3690,3690,Misc electrical machinery and equipment
22,ElcEq,Electrical Equipment,3691,3692,Storage batteries
22,ElcEq,Electrical Equipment,3699,3699,"Misc electrical machinery, equipment and supplies"
23,Autos,Automobiles and Trucks,2296,2296,Tire cord and fabric
23,Autos,Automobiles and Trucks,2396,2396,"Automotive trimmings, apparel findings & related products"
23,Autos,Automobiles and Trucks,3010,3011,Tires and inner tubes
23,Autos,Automobiles and Trucks,3537,3537,"Industrial trucks, tractors, trailers & stackers"
23,Autos,Automobiles and Trucks,3647,3647,Vehicular lighting equipment
23,Autos,Automobiles and Trucks,3694,3694,Electrical equipment for internal combustion engines
23,Autos,Automobiles and Trucks,3700,3700,Transportation equipment
23,Autos,Automobiles and Trucks,3710,3710,Motor vehicles and motor vehicle equipment
23,Autos,Automobiles and Trucks,3711,3711,Motor vehicles & passenger car bodies
23,Autos,Automobiles and Trucks,3713,3713,Truck & bus bodies
23,Autos,Automobiles and Trucks,3714,3714,Motor vehicle parts & accessories
23,Autos,Automobiles and Trucks,3715,3715,Truck trailers
23,Autos,Automobiles and Trucks,3716,3716,Motor homes
23,Autos,Automobiles and Trucks,3792,3792,Travel trailers and campers
23,Autos,Automobiles and Trucks,3790,3791,Misc transportation equipment
23,Autos,Automobiles and Trucks,3799,3799,Misc transportation equipment
24,Aero,Aircraft,3720,3720,Aircraft & parts
24,Aero,Aircraft,3721,3721,Aircraft
24,Aero,Aircraft,3723,3724,Aircraft engines & engine parts
24,Aero,Aircraft,3725,3725,Aircraft parts
24,Aero,Aircraft,3728,3729,Misc aircraft parts & auxiliary equipment
25,Ships,"Shipbuilding, Railroad Equipment",3730,3731,Ship building and repairing
25,Ships,"Shipbuilding, Railroad Equipment",3740,3743,Railroad Equipment
26,Guns,Defense,3760,3769,Guided missiles and space vehicles and parts
26,Guns,Defense,3795,3795,Tanks and tank components
26,Guns,Defense,3480,3489,Ordnance & accessories
27,Gold,Precious Metals,1040,1049,Gold & silver ores
28,Mines,Non-Metallic and Industrial Metal Mining,1000,1009,Metal mining
28,Mines,Non-Metallic and Industrial Metal Mining,1010,1019,Iron ores
28,Mines,Non-Metallic and Industrial Metal Mining,1020,1029,Copper ores
28,Mines,Non-Metallic and Industrial Metal Mining,1030,1039,Lead and zinc ores
28,Mines,Non-Metallic and Industrial Metal Mining,1050,1059,Bauxite and other aluminum ores
28,Mines,Non-Metallic and Industrial Metal Mining,1060,1069,Ferroalloy ores
28,Mines,Non-Metallic and Industrial Metal Mining,1070,1079,Mining
28,Mines,Non-Metallic and Industrial Metal Mining,1080,1089,Metal mining services
28,Mines,Non-Metallic and Industrial Metal Mining,1090,1099,Misc metal ores
28,Mines,Non-Metallic and Industrial Metal Mining,1100,1119,Anthracite mining
28,Mines,Non-Metallic and Industrial Metal Mining,1400,1499,Mining and quarrying nonmetallic minerals
29,Coal,Coal,1200,1299,Bituminous coal and lignite mining
30,Oil,Petroleum and Natural Gas,1300,1300,Oil and gas extraction
30,Oil,Petroleum and Natural Gas,1310,1319,Crude petroleum & natural gas
30,Oil,Petroleum and Natural Gas,1320,1329,Natural gas liquids
30,Oil,Petroleum and Natural Gas,1330,1339,Petroleum and natural gas
30,Oil,Petroleum and Natural Gas,1370,1379,Petroleum and natural gas
30,Oil,Petroleum and Natural Gas,1380,1380,Oil and gas field services
30,Oil,Petroleum and Natural Gas,1381,1381,Drilling oil & gas wells
30,Oil,Petroleum and Natural Gas,1382,1382,Oil & gas field exploration services
30,Oil,Petroleum and Natural Gas,1389,1389,Misc oil & gas field services
30,Oil,Petroleum and Natural Gas,2900,2912,Petroleum refining
30,Oil,Petroleum and Natural Gas,2990,2999,Misc products of petroleum & coal
31,Util,Utilities,4900,4900,"Electric, gas & sanitary services"
31,Util,Utilities,4910,4911,Electric services
31,Util,Utilities,4920,4922,Natural gas transmission
31,Util,Utilities,4923,4923,Natural gas transmission & distribution
31,Util,Utilities,4924,4925,Natural gas distribution
31,Util,Utilities,4930,4931,Electric and other services combined
31,Util,Utilities,4932,4932,Gas and other services combined
31,Util,Utilities,4939,4939,Misc combination utilities
31,Util,Utilities,4940,4942,Water supply
32,Telcm,Communication,4800,4800,Communications
32,Telcm,Communication,4810,4813,Telephone communications
32,Telcm,Communication,4820,4822,Telegraph and other message communication
32,Telcm,Communication,4830,4839,Radio & TV broadcasters
32,Telcm,Communication,4840,4841,Cable and other pay TV services
32,Telcm,Communication,4880,4889,Communications
32,Telcm,Communication,4890,4890,Communication services (Comsat)
32,Telcm,Communication,4891,4891,Cable TV operators
32,Telcm,Communication,4892,4892,Telephone interconnect
32,Telcm,Communication,4899,4899,Misc communication services
33,PerSv,Personal Services,7020,7021,Rooming and boarding houses
33,PerSv,Personal Services,7030,7033,Camps and recreational vehicle parks
33,PerSv,Personal Services,7200,7200,Services - personal
33,PerSv,Personal Services,7210,7212,"Services - laundry, cleaning & garment services"
33,PerSv,Personal Services,7214,7214,Services - diaper service
33,PerSv,Personal Services,7215,7216,"Services - coin-operated cleaners, dry cleaners"
33,PerSv,Personal Services,7217,7217,Services - carpet & upholstery cleaning
33,PerSv,Personal Services,7219,7219,Services - Misc laundry & garment services
33,PerSv,Personal Services,7220,7221,"Services - photographic studios, portrait"
33,PerSv,Personal Services,7230,7231,Services - beauty shops
33,PerSv,Personal Services,7240,7241,Services - barber shops
33,PerSv,Personal Services,7250,7251,Services - shoe repair shops & shoeshine parlors
33,PerSv,Personal Services,7260,7269,Services - funeral service & crematories
33,PerSv,Personal Services,7270,7290,Services – Misc
33,PerSv,Personal Services,7291,7291,Services - tax return
33,PerSv,Personal Services,7292,7299,Services - Misc
33,PerSv,Personal Services,7395,7395,Services - photofinishing labs (School pictures)
33,PerSv,Personal Services,7500,7500,"Services - auto repair, services & parking"
33,PerSv,Personal Services,7520,7529,Services - automobile parking
33,PerSv,Personal Services,7530,7539,Services - automotive repair shops
33,PerSv,Personal Services,7540,7549,"Services - automotive services, except repair (car washes)"
33,PerSv,Personal Services,7600,7600,Services - Misc repair services
33,PerSv,Personal Services,7620,7620,Services - Electrical repair shops
33,PerSv,Personal Services,7622,7622,Services - Radio and TV repair shops
33,PerSv,Personal Services,7623,7623,Services - Refrigeration and air conditioning service & repair shops
33,PerSv,Personal Services,7629,7629,Services - Electrical & electronic repair shops
33,PerSv,Personal Services,7630,7631,"Services - Watch, clock and jewelry repair"
33,PerSv,Personal Services,7640,7641,Services - Reupholster & furniture repair
33,PerSv,Personal Services,7690,7699,Services - Misc repair shops & related services
33,PerSv,Personal Services,8100,8199,Services - legal
33,PerSv,Personal Services,8200,8299,Services - educational
33,PerSv,Personal Services,8300,8399,Services - social services
33,PerSv,Personal Services,8400,8499,"Services - museums, art galleries, botanical and zoological gardens"
33,PerSv,Personal Services,8600,8699,Services - membership organizations
33,PerSv,Personal Services,8800,8899,Services - private households
33,PerSv,Personal Services,7510,7515,Services - truck & auto rental and leasing
34,BusSv,Business Services,2750,2759,Commercial printing
34,BusSv,Business Services,3993,3993,Signs & advertising specialties
34,BusSv,Business Services,7218,7218,Services - industrial launderers
34,BusSv,Business Services,7300,7300,Services - business services
34,BusSv,Business Services,7310,7319,Services - advertising
34,BusSv,Business Services,7320,7329,"Services - consumer credit reporting agencies, collection services"
34,BusSv,Business Services,7330,7339,"Services - mailing, reproduction, commercial art & photography"
34,BusSv,Business Services,7340,7342,Services - services to dwellings & other buildings
34,BusSv,Business Services,7349,7349,Services - building cleaning & maintenance
34,BusSv,Business Services,7350,7351,Services - Misc equipment rental and leasing
34,BusSv,Business Services,7352,7352,Services - medical equipment rental and leasing
34,BusSv,Business Services,7353,7353,Services - heavy construction equipment rental and leasing
34,BusSv,Business Services,7359,7359,Services - equipment rental and leasing
34,BusSv,Business Services,7360,7369,Services - personnel supply services
34,BusSv,Business Services,7374,7374,"Services - computer processing, data preparation and processing"
34,BusSv,Business Services,7376,7376,Services - computer facilities management service
34,BusSv,Business Services,7377,7377,Services - computer rental and leasing
34,BusSv,Business Services,7378,7378,Services - computer maintenance and repair
34,BusSv,Business Services,7379,7379,Services - computer related services
34,BusSv,Business Services,7380,7380,Services - Misc business services
34,BusSv,Business Services,7381,7382,Services - security
34,BusSv,Business Services,7383,7383,Services - news syndicates
34,BusSv,Business Services,7384,7384,Services - photofinishing labs
34,BusSv,Business Services,7385,7385,Services - telephone interconnect systems
34,BusSv,Business Services,7389,7390,Services - Misc business services
34,BusSv,Business Services,7391,7391,Services - R&D labs
34,BusSv,Business Services,7392,7392,Services - management consulting & P.R.
34,BusSv,Business Services,7393,7393,Services - detective and protective (ADT)
34,BusSv,Business Services,7394,7394,Services - equipment rental & leasing
34,BusSv,Business Services,7396,7396,Services - trading stamp services
34,BusSv,Business Services,7397,7397,Services - commercial testing labs
34,BusSv,Business Services,7399,7399,Services - business services
34,BusSv,Business Services,7519,7519,Services - utility trailer & recreational vehicle rental
34,BusSv,Business Services,8700,8700,"Services - engineering, accounting, research, management"
34,BusSv,Business Services,8710,8713,"Services - engineering, accounting, surveying"
34,BusSv,Business Services,8720,8721,"Services - accounting, auditing, bookkeeping"
34,BusSv,Business Services,8730,8734,"Services - research, development, testing labs"
34,BusSv,Business Services,8740,8748,"Services - management, public relations, consulting"
34,BusSv,Business Services,8900,8910,Services - Misc
34,BusSv,Business Services,8911,8911,Services - Misc engineering & architect
34,BusSv,Business Services,8920,8999,Services - Misc
34,BusSv,Business Services,4220,4229,Public warehousing and storage
35,Hardw,Computers,3570,3579,Computer & office equipment
35,Hardw,Computers,3680,3680,Computers
35,Hardw,Computers,3681,3681,Computers - mini
35,Hardw,Computers,3682,3682,Computers - mainframe
35,Hardw,Computers,3683,3683,Computers - terminals
35,Hardw,Computers,3684,3684,Computers - disk & tape drives
35,Hardw,Computers,3685,3685,Computers - optical scanners
35,Hardw,Computers,3686,3686,Computers - graphics
35,Hardw,Computers,3687,3687,Computers - office automation systems
35,Hardw,Computers,3688,3688,Computers - peripherals
35,Hardw,Computers,3689,3689,Computers - equipment
35,Hardw,Computers,3695,3695,Magnetic and optical recording media
36,Softw,Computer Software,7370,7372,Services - computer programming and data processing
36,Softw,Computer Software,7375,7375,Services - information retrieval services
36,Softw,Computer Software,7373,7373,Computer integrated systems design
37,Chips,Electronic Equipment,3622,3622,Industrial controls
37,Chips,Electronic Equipment,3661,3661,Telephone and telegraph apparatus
37,Chips,Electronic Equipment,3662,3662,Communications equipment
37,Chips,Electronic Equipment,3663,3663,Radio & TV broadcasting & communications equipment
37,Chips,Electronic Equipment,3664,3664,"Search, navigation, guidance systems"
37,Chips,Electronic Equipment,3665,3665,Training equipment & simulators
37,Chips,Electronic Equipment,3666,3666,Alarm & signaling products
37,Chips,Electronic Equipment,3669,3669,Communication equipment
37,Chips,Electronic Equipment,3670,3679,Electronic components & accessories
37,Chips,Electronic Equipment,3810,3810,"Search, detection, navigation, guidance, aeronautical & nautical systems, instruments & equipment"
37,Chips,Electronic Equipment,3812,3812,"Search, detection, navigation, guidance, aeronautical & nautical systems & instruments"
38,LabEq,Measuring and Control Equipment,3811,3811,Engr laboratory and research equipment
38,LabEq,Measuring and Control Equipment,3820,3820,Measuring and controlling equipment
38,LabEq,Measuring and Control Equipment,3821,3821,Laboratory apparatus and furniture
38,LabEq,Measuring and Control Equipment,3822,3822,Automatic controls for regulating residential & commercial environments & appliances
38,LabEq,Measuring and Control Equipment,3823,3823,Industrial measurement instruments & related products
38,LabEq,Measuring and Control Equipment,3824,3824,Totalizing fluid meters & counting devices
38,LabEq,Measuring and Control Equipment,3825,3825,Instruments for measuring & testing of electricity & electrical instruments
38,LabEq,Measuring and Control Equipment,3826,3826,Lab analytical instruments
38,LabEq,Measuring and Control Equipment,3827,3827,Optical instruments and lenses
38,LabEq,Measuring and Control Equipment,3829,3829,Misc measuring and controlling devices
38,LabEq,Measuring and Control Equipment,3830,3839,Optical instruments and lenses
39,Paper,Business Supplies,2520,2549,Office furniture and fixtures
39,Paper,Business Supplies,2600,2639,Paper and allied products
39,Paper,Business Supplies,2670,2699,Paper and allied products
39,Paper,Business Supplies,2760,2761,Manifold business forms
39,Paper,Business Supplies,3950,3955,"Pens, pencils & other artists’ supplies"
40,Boxes,Shipping Containers,2440,2449,Wood containers
40,Boxes,Shipping Containers,2640,2659,"Paperboard containers, boxes, drums, tubs"
40,Boxes,Shipping Containers,3220,3221,Glass containers
40,Boxes,Shipping Containers,3410,3412,Metal cans and shipping containers
41,Trans,Transportation,4000,4013,"Railroads, line-haul operating"
41,Trans,Transportation,4040,4049,Railway express service
41,Trans,Transportation,4100,4100,Local & suburban transit & interurban highway passenger transportation
41,Trans,Transportation,4110,4119,Local & suburban passenger transportation
41,Trans,Transportation,4120,4121,Taxicabs
41,Trans,Transportation,4130,4131,Intercity & rural bus transportation (Greyhound)
41,Trans,Transportation,4140,4142,Bus charter service
41,Trans,Transportation,4150,4151,School buses
41,Trans,Transportation,4170,4173,Motor vehicle terminals & service facilities
41,Trans,Transportation,4190,4199,Misc transit and passenger transportation
41,Trans,Transportation,4200,4200,Trucking & warehousing
41,Trans,Transportation,4210,4219,"Trucking & courier services, except air"
41,Trans,Transportation,4230,4231,Terminal & joint terminal maintenance
41,Trans,Transportation,4240,4249,Transportation
41,Trans,Transportation,4400,4499,Water transport
41,Trans,Transportation,4500,4599,Air transportation
41,Trans,Transportation,4600,4699,"Pipelines, except natural gas"
41,Trans,Transportation,4700,4700,Transportation services
41,Trans,Transportation,4710,4712,Freight forwarding
41,Trans,Transportation,4720,4729,Arrangement of passenger transportation
41,Trans,Transportation,4730,4739,Arrangement of transportation of freight and cargo
41,Trans,Transportation,4740,4749,Rental of railroad cars
41,Trans,Transportation,4780,4780,Misc services incidental to transportation
41,Trans,Transportation,4782,4782,Inspection and weighing services
41,Trans,Transportation,4783,4783,Packing and crating
41,Trans,Transportation,4784,4784,Misc fixed facilities for vehicles
41,Trans,Transportation,4785,4785,Motor vehicle inspection
41,Trans,Transportation,4789,4789,Misc transportation services
42,Whlsl,Wholesale,5000,5000,Wholesale - durable goods
42,Whlsl,Wholesale,5010,5015,Wholesale - automotive vehicles & automotive parts & supplies
42,Whlsl,Wholesale,5020,5023,Wholesale - furniture and home furnishings
42,Whlsl,Wholesale,5030,5039,Wholesale - lumber and construction materials
42,Whlsl,Wholesale,5040,5042,Wholesale - professional and commercial equipment and supplies
42,Whlsl,Wholesale,5043,5043,Wholesale - photographic equipment & supplies
42,Whlsl,Wholesale,5044,5044,Wholesale - office equipment
42,Whlsl,Wholesale,5045,5045,Wholesale - computers & peripheral equipment & software
42,Whlsl,Wholesale,5046,5046,Wholesale - commercial equipment
42,Whlsl,Wholesale,5047,5047,"Wholesale - medical, dental & hospital equipment"
42,Whlsl,Wholesale,5048,5048,Wholesale - ophthalmic goods
42,Whlsl,Wholesale,5049,5049,Wholesale - professional equipment and supplies
42,Whlsl,Wholesale,5050,5059,"Wholesale - metals and minerals, except petroleum"
42,Whlsl,Wholesale,5060,5060,Wholesale - electrical goods
42,Whlsl,Wholesale,5063,5063,Wholesale - electrical apparatus and equipment
42,Whlsl,Wholesale,5064,5064,"Wholesale - electrical appliance, TV and radio sets"
42,Whlsl,Wholesale,5065,5065,Wholesale - electronic parts & equipment
42,Whlsl,Wholesale,5070,5078,"Wholesale - hardware, plumbing & heating equipment"
42,Whlsl,Wholesale,5080,5080,"Wholesale - machinery, equipment & supplies"
42,Whlsl,Wholesale,5081,5081,Wholesale - machinery & equipment (?)
42,Whlsl,Wholesale,5082,5082,Wholesale - construction and mining machinery &equipment
42,Whlsl,Wholesale,5083,5083,Wholesale - farm and garden machinery & equipment
42,Whlsl,Wholesale,5084,5084,Wholesale - industrial machinery & equipment
42,Whlsl,Wholesale,5085,5085,Wholesale - industrial supplies
42,Whlsl,Wholesale,5086,5087,Wholesale - service establishment machinery & equipment (?)
