ffi,ffi_name,ffi_desp,sic_s,sic_e,sic_desp
26,Whlsl,Wholesale,5050,5059,"Wholesale - metals and minerals, except petroleum"
26,Whlsl,Wholesale,5060,5060,Wholesale - electrical goods
26,Whlsl,Wholesale,5063,5063,Wholesale - electrical apparatus and equipment
26,Whlsl,Wholesale,5064,5064,"Wholesale - electrical appliance, TV and radio sets"
26,Whlsl,Wholesale,5065,5065,Wholesale - electronic parts & equipment
26,Whlsl,Wholesale,5070,5078,"Wholesale - hardware, plumbing & heating equipment"
26,Whlsl,Wholesale,5080,5080,"Wholesale - machinery, equipment & supplies"
26,Whlsl,Wholesale,5081,5081,Wholesale - machinery & equipment (?)
26,Whlsl,Wholesale,5082,5082,Wholesale - construction and mining machinery &equipment
26,Whlsl,Wholesale,5083,5083,Wholesale - farm and garden machinery & equipment
26,Whlsl,Wholesale,5084,5084,Wholesale - industrial machinery & equipment
26,Whlsl,Wholesale,5085,5085,Wholesale - industrial supplies
26,Whlsl,Wholesale,5086,5087,Wholesale - service establishment machinery & equipment (?)
26,Whlsl,Wholesale,5088,5088,"Wholesale - transportation equipment, except motor vehicles"
26,Whlsl,Wholesale,5090,5090,Wholesale - Misc durable goods
26,Whlsl,Wholesale,5091,5092,Wholesale - sporting goods & toys
26,Whlsl,Wholesale,5093,5093,Wholesale - scrap and waste materials
26,Whlsl,Wholesale,5094,5094,"Wholesale - jewelry, watches, precious stones & metals"
26,Whlsl,Wholesale,5099,5099,Wholesale - durable goods
26,Whlsl,Wholesale,5100,5100,Wholesale - nondurable goods
26,Whlsl,Wholesale,5110,5113,Wholesale - paper and paper products
26,Whlsl,Wholesale,5120,5122,Wholesale - drugs & drug proprietaries
26,Whlsl,Wholesale,5130,5139,"Wholesale - apparel, piece goods & notions"
26,Whlsl,Wholesale,5140,5149,Wholesale - groceries & related products
26,Whlsl,Wholesale,5150,5159,Wholesale - farm product raw materials
26,Whlsl,Wholesale,5160,5169,Wholesale - chemicals & allied products
26,Whlsl,Wholesale,5170,5172,Wholesale - petroleum and petroleum products
26,Whlsl,Wholesale,5180,5182,"Wholesale - beer, wine & distilled alcoholic beverages"
26,Whlsl,Wholesale,5190,5199,Wholesale - Misc nondurable goods
27,Rtail,Retail,5200,5200,"Retail - retail-building materials, hardware, garden supply"
27,Rtail,Retail,5210,5219,Retail - lumber & other building materials
27,Rtail,Retail,5220,5229,Retail
27,Rtail,Retail,5230,5231,"Retail - paint, glass & wallpaper stores"
27,Rtail,Retail,5250,5251,Retail - hardware stores
27,Rtail,Retail,5260,5261,"Retail - nurseries, lawn & garden supply stores"
27,Rtail,Retail,5270,5271,Retail - mobile home dealers
27,Rtail,Retail,5300,5300,Retail - general merchandise stores
27,Rtail,Retail,5310,5311,Retail - department stores
27,Rtail,Retail,5320,5320,Retail - general merchandise stores (?)
27,Rtail,Retail,5330,5331,Retail - variety stores
27,Rtail,Retail,5334,5334,Retail - catalog showroom
27,Rtail,Retail,5340,5349,Retail
27,Rtail,Retail,5390,5399,Retail - Misc general merchandise stores
27,Rtail,Retail,5400,5400,Retail - food stores
27,Rtail,Retail,5410,5411,Retail - grocery stores
27,Rtail,Retail,5412,5412,Retail - convenience stores
27,Rtail,Retail,5420,5429,Retail - meat & fish markets
27,Rtail,Retail,5430,5439,Retail - fruit and vegetable markets
27,Rtail,Retail,5440,5449,"Retail - candy, nut & confectionary stores"
27,Rtail,Retail,5450,5459,Retail - dairy products stores
27,Rtail,Retail,5460,5469,Retail - bakeries
27,Rtail,Retail,5490,5499,Retail - Misc food stores
27,Rtail,Retail,5500,5500,Retail - automotive dealers and gas stations
27,Rtail,Retail,5510,5529,Retail - automotive dealers
27,Rtail,Retail,5530,5539,Retail - automotive and home supply stores
27,Rtail,Retail,5540,5549,Retail - gasoline service stations
27,Rtail,Retail,5550,5559,Retail - boat dealers
27,Rtail,Retail,5560,5569,Retail - recreation vehicle dealers
27,Rtail,Retail,5570,5579,Retail - motorcycle dealers
27,Rtail,Retail,5590,5599,Retail - automotive dealers
27,Rtail,Retail,5600,5699,Retail - apparel & accessory stores
27,Rtail,Retail,5700,5700,Retail - home furniture and equipment stores
27,Rtail,Retail,5710,5719,Retail - home furnishings stores
27,Rtail,Retail,5720,5722,Retail - household appliance stores
27,Rtail,Retail,5730,5733,"Retail - radio, TV and consumer electronic stores"
27,Rtail,Retail,5734,5734,Retail - computer and computer software stores
27,Rtail,Retail,5735,5735,Retail - record and tape stores
27,Rtail,Retail,5736,5736,Retail - musical instrument stores
27,Rtail,Retail,5750,5799,Retail
27,Rtail,Retail,5900,5900,Retail - Misc
27,Rtail,Retail,5910,5912,Retail - drug & proprietary stores
27,Rtail,Retail,5920,5929,Retail - liquor stores
27,Rtail,Retail,5930,5932,Retail - used merchandise stores
27,Rtail,Retail,5940,5940,Retail - Misc
27,Rtail,Retail,5941,5941,Retail - sporting goods stores & bike shops
27,Rtail,Retail,5942,5942,Retail - book stores
27,Rtail,Retail,5943,5943,Retail - stationery stores
27,Rtail,Retail,5944,5944,Retail - jewelry stores
27,Rtail,Retail,5945,5945,"Retail - hobby, toy and game shops"
27,Rtail,Retail,5946,5946,Retail - camera and photographic supply stores
27,Rtail,Retail,5947,5947,"Retail - gift, novelty & souvenir shops"
27,Rtail,Retail,5948,5948,Retail - luggage & leather goods stores
27,Rtail,Retail,5949,5949,Retail - sewing & needlework stores
27,Rtail,Retail,5950,5959,Retail
27,Rtail,Retail,5960,5969,"Retail - non-store retailers (catalogs, etc)"
27,Rtail,Retail,5970,5979,Retail
27,Rtail,Retail,5980,5989,Retail - fuel dealers & ice stores (Penn Central Co)
27,Rtail,Retail,5990,5990,Retail - Misc retail stores
27,Rtail,Retail,5992,5992,Retail - florists
27,Rtail,Retail,5993,5993,Retail - tobacco stores and stands
27,Rtail,Retail,5994,5994,Retail - newsdealers and news stands
27,Rtail,Retail,5995,5995,Retail - optical goods stores
27,Rtail,Retail,5999,5999,Misc retail stores
28,Meals,"Restaurants, Hotels, Motels",5800,5819,Retail - eating places
28,Meals,"Restaurants, Hotels, Motels",5820,5829,"Restaurants, hotels, motels"
28,Meals,"Restaurants, Hotels, Motels",5890,5899,Eating and drinking places
28,Meals,"Restaurants, Hotels, Motels",7000,7000,Hotels & other lodging places
28,Meals,"Restaurants, Hotels, Motels",7010,7019,Hotels & motels
28,Meals,"Restaurants, Hotels, Motels",7040,7049,Membership hotels and lodging houses
28,Meals,"Restaurants, Hotels, Motels",7213,7213,Services - linen supply
29,Fin,"Banking, Insurance, Real Estate, Trading",6000,6000,Depository institutions
29,Fin,"Banking, Insurance, Real Estate, Trading",6010,6019,Federal reserve banks
29,Fin,"Banking, Insurance, Real Estate, Trading",6020,6020,Commercial banks
29,Fin,"Banking, Insurance, Real Estate, Trading",6021,6021,National commercial banks
29,Fin,"Banking, Insurance, Real Estate, Trading",6022,6022,State commercial banks - Fed Res System
29,Fin,"Banking, Insurance, Real Estate, Trading",6023,6024,State commercial banks - not Fed Res System
29,Fin,"Banking, Insurance, Real Estate, Trading",6025,6025,National commercial banks - Fed Res System
29,Fin,"Banking, Insurance, Real Estate, Trading",6026,6026,National commercial banks - not Fed Res System
29,Fin,"Banking, Insurance, Real Estate, Trading",6027,6027,"National commercial banks, not FDIC"
29,Fin,"Banking, Insurance, Real Estate, Trading",6028,6029,Misc commercial banks
29,Fin,"Banking, Insurance, Real Estate, Trading",6030,6036,Savings institutions
29,Fin,"Banking, Insurance, Real Estate, Trading",6040,6059,Banks (?)
29,Fin,"Banking, Insurance, Real Estate, Trading",6060,6062,Credit unions
29,Fin,"Banking, Insurance, Real Estate, Trading",6080,6082,Foreign banks
29,Fin,"Banking, Insurance, Real Estate, Trading",6090,6099,Functions related to depository banking
29,Fin,"Banking, Insurance, Real Estate, Trading",6100,6100,Non-depository credit institutions
29,Fin,"Banking, Insurance, Real Estate, Trading",6110,6111,Federal credit agencies
29,Fin,"Banking, Insurance, Real Estate, Trading",6112,6113,FNMA
29,Fin,"Banking, Insurance, Real Estate, Trading",6120,6129,S&Ls
29,Fin,"Banking, Insurance, Real Estate, Trading",6130,6139,Agricultural credit institutions
29,Fin,"Banking, Insurance, Real Estate, Trading",6140,6149,Personal credit institutions (Beneficial)
29,Fin,"Banking, Insurance, Real Estate, Trading",6150,6159,Business credit institutions
29,Fin,"Banking, Insurance, Real Estate, Trading",6160,6169,Mortgage bankers and brokers
29,Fin,"Banking, Insurance, Real Estate, Trading",6170,6179,Finance lessors
29,Fin,"Banking, Insurance, Real Estate, Trading",6190,6199,Financial services
29,Fin,"Banking, Insurance, Real Estate, Trading",6200,6299,"Security and commodity brokers, dealers, exchanges & services"
29,Fin,"Banking, Insurance, Real Estate, Trading",6300,6300,Insurance
29,Fin,"Banking, Insurance, Real Estate, Trading",6310,6319,Life insurance
29,Fin,"Banking, Insurance, Real Estate, Trading",6320,6329,Accident and health insurance
29,Fin,"Banking, Insurance, Real Estate, Trading",6330,6331,"Fire, marine & casualty insurance"
29,Fin,"Banking, Insurance, Real Estate, Trading",6350,6351,Surety insurance
29,Fin,"Banking, Insurance, Real Estate, Trading",6360,6361,Title insurance
29,Fin,"Banking, Insurance, Real Estate, Trading",6370,6379,"Pension, health & welfare funds"
29,Fin,"Banking, Insurance, Real Estate, Trading",6390,6399,Misc insurance carriers
29,Fin,"Banking, Insurance, Real Estate, Trading",6400,6411,"Insurance agents, brokers & service"
29,Fin,"Banking, Insurance, Real Estate, Trading",6500,6500,Real estate
29,Fin,"Banking, Insurance, Real Estate, Trading",6510,6510,Real estate operators and lessors
29,Fin,"Banking, Insurance, Real Estate, Trading",6512,6512,Operators - non-resident buildings
29,Fin,"Banking, Insurance, Real Estate, Trading",6513,6513,Operators - apartment buildings
29,Fin,"Banking, Insurance, Real Estate, Trading",6514,6514,Operators - other than apartment
29,Fin,"Banking, Insurance, Real Estate, Trading",6515,6515,Operators - residential mobile home
29,Fin,"Banking, Insurance, Real Estate, Trading",6517,6519,Lessors of railroad & real property
29,Fin,"Banking, Insurance, Real Estate, Trading",6520,6529,Real estate
29,Fin,"Banking, Insurance, Real Estate, Trading",6530,6531,Real estate agents and managers
29,Fin,"Banking, Insurance, Real Estate, Trading",6532,6532,Real estate dealers
29,Fin,"Banking, Insurance, Real Estate, Trading",6540,6541,Title abstract offices
29,Fin,"Banking, Insurance, Real Estate, Trading",6550,6553,Land subdividers & developers
29,Fin,"Banking, Insurance, Real Estate, Trading",6590,6599,Real estate
29,Fin,"Banking, Insurance, Real Estate, Trading",6610,6611,"Combined real estate, insurance, etc"
29,Fin,"Banking, Insurance, Real Estate, Trading",6700,6700,Holding & other investment offices
29,Fin,"Banking, Insurance, Real Estate, Trading",6710,6719,Holding offices
29,Fin,"Banking, Insurance, Real Estate, Trading",6720,6722,"Management investment offices, open-end"
29,Fin,"Banking, Insurance, Real Estate, Trading",6723,6723,"Management investment offices, closed-end"
29,Fin,"Banking, Insurance, Real Estate, Trading",6724,6724,Unit investment trusts
29,Fin,"Banking, Insurance, Real Estate, Trading",6725,6725,Face-amount certificate offices
29,Fin,"Banking, Insurance, Real Estate, Trading",6726,6726,"Unit investment trusts, closed-end"
29,Fin,"Banking, Insurance, Real Estate, Trading",6730,6733,Trusts
29,Fin,"Banking, Insurance, Real Estate, Trading",6740,6779,Investment offices
29,Fin,"Banking, Insurance, Real Estate, Trading",6790,6791,Misc investing
29,Fin,"Banking, Insurance, Real Estate, Trading",6792,6792,Oil royalty traders
29,Fin,"Banking, Insurance, Real Estate, Trading",6793,6793,Commodity traders
29,Fin,"Banking, Insurance, Real Estate, Trading",6794,6794,Patent owners & lessors
29,Fin,"Banking, Insurance, Real Estate, Trading",6795,6795,Mineral royalty traders
29,Fin,"Banking, Insurance, Real Estate, Trading",6798,6798,REIT
29,Fin,"Banking, Insurance, Real Estate, Trading",6799,6799,"Investors, NEC"
30,Other,Everything Else,4950,4959,Sanitary services
30,Other,Everything Else,4960,4961,Steam & air conditioning supplies
30,Other,Everything Else,4970,4971,Irrigation systems
30,Other,Everything Else,4990,4991,Cogeneration - SM power producer
