ffi,ffi_name,ffi_desp,sic_s,sic_e,sic_desp
11,Cnstr,Construction and Construction Materials,3264,3264,Porcelain electrical supplies
11,Cnstr,Construction and Construction Materials,3270,3275,"Concrete, gypsum & plaster products"
11,Cnstr,Construction and Construction Materials,3280,3281,Cut stone and stone products
11,Cnstr,Construction and Construction Materials,3290,3293,Abrasive and asbestos products
11,Cnstr,Construction and Construction Materials,3295,3299,Misc nonmetallic mineral products
11,Cnstr,Construction and Construction Materials,3420,3429,"Cutlery, hand tools and general hardware"
11,Cnstr,Construction and Construction Materials,3430,3433,Heating equipment & plumbing fixtures
11,Cnstr,Construction and Construction Materials,3440,3441,Fabricated structural metal products
11,Cnstr,Construction and Construction Materials,3442,3442,"Metal doors, frames"
11,Cnstr,Construction and Construction Materials,3446,3446,Architectural or ornamental metal work
11,Cnstr,Construction and Construction Materials,3448,3448,Prefabricated metal buildings and components
11,Cnstr,Construction and Construction Materials,3449,3449,Misc structural metal work
11,Cnstr,Construction and Construction Materials,3450,3451,Screw machine products
11,Cnstr,Construction and Construction Materials,3452,3452,"Bolts, nuts, screws, rivets and washers"
11,Cnstr,Construction and Construction Materials,3490,3499,Misc fabricated metal products
11,Cnstr,Construction and Construction Materials,3996,3996,Hard surface floor coverings
12,Steel,Steel Works Etc,3300,3300,Primary metal industries
12,Steel,Steel Works Etc,3310,3317,Blast furnaces & steel works
12,Steel,Steel Works Etc,3320,3325,Iron & steel foundries
12,Steel,Steel Works Etc,3330,3339,Primary smelting & refining of nonferrous metals
12,Steel,Steel Works Etc,3340,3341,Secondary smelting & refining of nonferrous metals
12,Steel,Steel Works Etc,3350,3357,"Rolling, drawing & extruding of nonferrous metals"
12,Steel,Steel Works Etc,3360,3369,Nonferrous foundries and casting
12,Steel,Steel Works Etc,3370,3379,Steel works etc
12,Steel,Steel Works Etc,3390,3399,Misc primary metal products
13,FabPr,Fabricated Products and Machinery,3400,3400,"Fabricated metal, except machinery and trans eq"
13,FabPr,Fabricated Products and Machinery,3443,3443,Fabricated plate work
13,FabPr,Fabricated Products and Machinery,3444,3444,Sheet metal work
13,FabPr,Fabricated Products and Machinery,3460,3469,Metal forgings and stampings
13,FabPr,Fabricated Products and Machinery,3470,3479,"Coating, engraving and allied services"
13,FabPr,Fabricated Products and Machinery,3510,3519,Engines & turbines
13,FabPr,Fabricated Products and Machinery,3520,3529,Farm and garden machinery and equipment
13,FabPr,Fabricated Products and Machinery,3530,3530,"Construction, mining & material handling machinery & equipment"
13,FabPr,Fabricated Products and Machinery,3531,3531,Construction machinery & equipment
13,FabPr,Fabricated Products and Machinery,3532,3532,"Mining machinery & equipment, except oil field"
13,FabPr,Fabricated Products and Machinery,3533,3533,Oil & gas field machinery & equipment
13,FabPr,Fabricated Products and Machinery,3534,3534,Elevators & moving stairways
13,FabPr,Fabricated Products and Machinery,3535,3535,Conveyors & conveying equipment
13,FabPr,Fabricated Products and Machinery,3536,3536,"Cranes, hoists and monorail systems"
13,FabPr,Fabricated Products and Machinery,3538,3538,Machinery
13,FabPr,Fabricated Products and Machinery,3540,3549,Metalworking machinery & equipment
13,FabPr,Fabricated Products and Machinery,3550,3559,Special industry machinery
13,FabPr,Fabricated Products and Machinery,3560,3569,General industrial machinery & equipment
13,FabPr,Fabricated Products and Machinery,3580,3580,Refrigeration & service industry machinery
13,FabPr,Fabricated Products and Machinery,3581,3581,Automatic vending machines
13,FabPr,Fabricated Products and Machinery,3582,3582,Commercial laundry and dry-cleaning machines
13,FabPr,Fabricated Products and Machinery,3585,3585,"Air conditioning, warm air heating and refrigeration equipment"
13,FabPr,Fabricated Products and Machinery,3586,3586,Measuring and dispensing pumps
13,FabPr,Fabricated Products and Machinery,3589,3589,Service industry machinery
13,FabPr,Fabricated Products and Machinery,3590,3599,Misc industrial and commercial equipment and machinery
14,ElcEq,Electrical Equipment,3600,3600,Electronic & other electrical equipment
14,ElcEq,Electrical Equipment,3610,3613,Electric transmission and distribution equipment
14,ElcEq,Electrical Equipment,3620,3621,Electrical industrial apparatus
14,ElcEq,Electrical Equipment,3623,3629,Electrical industrial apparatus
14,ElcEq,Electrical Equipment,3640,3644,Electric lighting & wiring equipment
14,ElcEq,Electrical Equipment,3645,3645,Residential electric lighting fixtures
14,ElcEq,Electrical Equipment,3646,3646,"Commercial, industrial and institutional electric lighting fixtures"
14,ElcEq,Electrical Equipment,3648,3649,Misc lighting equipment
14,ElcEq,Electrical Equipment,3660,3660,Communications equipment
14,ElcEq,Electrical Equipment,3690,3690,Misc electrical machinery and equipment
14,ElcEq,Electrical Equipment,3691,3692,Storage batteries
14,ElcEq,Electrical Equipment,3699,3699,"Misc electrical machinery, equipment and supplies"
15,Autos,Automobiles and Trucks,2296,2296,Tire cord and fabric
15,Autos,Automobiles and Trucks,2396,2396,"Automotive trimmings, apparel findings & related products"
15,Autos,Automobiles and Trucks,3010,3011,Tires and inner tubes
15,Autos,Automobiles and Trucks,3537,3537,"Industrial trucks, tractors, trailers & stackers"
15,Autos,Automobiles and Trucks,3647,3647,Vehicular lighting equipment
15,Autos,Automobiles and Trucks,3694,3694,Electrical equipment for internal combustion engines
15,Autos,Automobiles and Trucks,3700,3700,Transportation equipment
15,Autos,Automobiles and Trucks,3710,3710,Motor vehicles and motor vehicle equipment
15,Autos,Automobiles and Trucks,3711,3711,Motor vehicles & passenger car bodies
15,Autos,Automobiles and Trucks,3713,3713,Truck & bus bodies
15,Autos,Automobiles and Trucks,3714,3714,Motor vehicle parts & accessories
15,Autos,Automobiles and Trucks,3715,3715,Truck trailers
15,Autos,Automobiles and Trucks,3716,3716,Motor homes
15,Autos,Automobiles and Trucks,3792,3792,Travel trailers and campers
15,Autos,Automobiles and Trucks,3790,3791,Misc transportation equipment
15,Autos,Automobiles and Trucks,3799,3799,Misc transportation equipment
16,Carry,"Aircraft, ships, and railroad equipment",3720,3720,Aircraft & parts
16,Carry,"Aircraft, ships, and railroad equipment",3721,3721,Aircraft
16,Carry,"Aircraft, ships, and railroad equipment",3723,3724,Aircraft engines & engine parts
16,Carry,"Aircraft, ships, and railroad equipment",3725,3725,Aircraft parts
16,Carry,"Aircraft, ships, and railroad equipment",3728,3729,Misc aircraft parts & auxiliary equipment
16,Carry,"Aircraft, ships, and railroad equipment",3730,3731,Ship building and repairing
16,Carry,"Aircraft, ships, and railroad equipment",3740,3743,Railroad Equipment
17,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",1000,1009,Metal mining
17,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",1010,1019,Iron ores
17,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",1020,1029,Copper ores
17,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",1030,1039,Lead and zinc ores
17,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",1040,1049,Gold & silver ores
17,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",1050,1059,Bauxite and other aluminum ores
17,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",1060,1069,Ferroalloy ores
17,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",1070,1079,Mining
17,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",1080,1089,Metal mining services
17,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",1090,1099,Misc metal ores
17,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",1100,1119,Anthracite mining
17,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",1400,1499,Mining and quarrying nonmetallic minerals
18,Coal,Coal,1200,1299,Bituminous coal
19,Oil,Petroleum and Natural Gas,1300,1300,Oil and gas extraction
19,Oil,Petroleum and Natural Gas,1310,1319,Crude petroleum & natural gas
19,Oil,Petroleum and Natural Gas,1320,1329,Natural gas liquids
19,Oil,Petroleum and Natural Gas,1330,1339,Petroleum and natural gas
19,Oil,Petroleum and Natural Gas,1370,1379,Petroleum and natural gas
19,Oil,Petroleum and Natural Gas,1380,1380,Oil and gas field services
19,Oil,Petroleum and Natural Gas,1381,1381,Drilling oil & gas wells
19,Oil,Petroleum and Natural Gas,1382,1382,Oil & gas field exploration services
19,Oil,Petroleum and Natural Gas,1389,1389,Misc oil & gas field services
19,Oil,Petroleum and Natural Gas,2900,2912,Petroleum refining
19,Oil,Petroleum and Natural Gas,2990,2999,Misc products of petroleum & coal
20,Util,Utilities,4900,4900,"Electric, gas & sanitary services"
20,Util,Utilities,4910,4911,Electric services
20,Util,Utilities,4920,4922,Natural gas transmission
20,Util,Utilities,4923,4923,Natural gas transmission & distribution
20,Util,Utilities,4924,4925,Natural gas distribution
20,Util,Utilities,4930,4931,Electric and other services combined
20,Util,Utilities,4932,4932,Gas and other services combined
20,Util,Utilities,4939,4939,Misc combination utilities
20,Util,Utilities,4940,4942,Water supply
21,Telcm,Communication,4800,4800,Communications
21,Telcm,Communication,4810,4813,Telephone communications
21,Telcm,Communication,4820,4822,Telegraph and other message communication
21,Telcm,Communication,4830,4839,Radio & TV broadcasters
21,Telcm,Communication,4840,4841,Cable and other pay TV services
21,Telcm,Communication,4880,4889,Communications
21,Telcm,Communication,4890,4890,Communication services (Comsat)
21,Telcm,Communication,4891,4891,Cable TV operators
21,Telcm,Communication,4892,4892,Telephone interconnect
21,Telcm,Communication,4899,4899,Misc communication services
22,Servs,Personal and Business Services,7020,7021,Rooming and boarding houses
22,Servs,Personal and Business Services,7030,7033,Camps and recreational vehicle parks
22,Servs,Personal and Business Services,7200,7200,Services - personal
22,Servs,Personal and Business Services,7210,7212,"Services - laundry, cleaning & garment services"
22,Servs,Personal and Business Services,7214,7214,Services - diaper service
22,Servs,Personal and Business Services,7215,7216,"Services - coin-operated cleaners, dry cleaners"
22,Servs,Personal and Business Services,7217,7217,Services - carpet & upholstery cleaning
22,Servs,Personal and Business Services,7218,7218,Services - industrial launderers
22,Servs,Personal and Business Services,7219,7219,Services - Misc laundry & garment services
22,Servs,Personal and Business Services,7220,7221,"Services - photographic studios, portrait"
22,Servs,Personal and Business Services,7230,7231,Services - beauty shops
22,Servs,Personal and Business Services,7240,7241,Services - barber shops
22,Servs,Personal and Business Services,7250,7251,Services - shoe repair shops & shoeshine parlors
22,Servs,Personal and Business Services,7260,7269,Services - funeral service & crematories
22,Servs,Personal and Business Services,7270,7290,Services – Misc
22,Servs,Personal and Business Services,7291,7291,Services - tax return
22,Servs,Personal and Business Services,7292,7299,Services - Misc
22,Servs,Personal and Business Services,7300,7300,Services - business services
22,Servs,Personal and Business Services,7310,7319,Services - advertising
22,Servs,Personal and Business Services,7320,7329,"Services - consumer credit reporting agencies, collection services"
22,Servs,Personal and Business Services,7330,7339,"Services - mailing, reproduction, commercial art & photography"
22,Servs,Personal and Business Services,7340,7342,Services - services to dwellings & other buildings
22,Servs,Personal and Business Services,7349,7349,Services - building cleaning & maintenance
22,Servs,Personal and Business Services,7350,7351,Services - Misc equipment rental and leasing
22,Servs,Personal and Business Services,7352,7352,Services - medical equipment rental and leasing
22,Servs,Personal and Business Services,7353,7353,Services - heavy construction equipment rental and leasing
22,Servs,Personal and Business Services,7359,7359,Services - equipment rental and leasing
22,Servs,Personal and Business Services,7360,7369,Services - personnel supply services
22,Servs,Personal and Business Services,7370,7372,Services - computer programming and data processing
22,Servs,Personal and Business Services,7374,7374,"Services - computer processing, data preparation and processing"
22,Servs,Personal and Business Services,7375,7375,Services - information retrieval services
22,Servs,Personal and Business Services,7376,7376,Services - computer facilities management service
22,Servs,Personal and Business Services,7377,7377,Services - computer rental and leasing
22,Servs,Personal and Business Services,7378,7378,Services - computer maintenance and repair
22,Servs,Personal and Business Services,7379,7379,Services - computer related services
22,Servs,Personal and Business Services,7380,7380,Services - Misc business services
22,Servs,Personal and Business Services,7381,7382,Services - security
22,Servs,Personal and Business Services,7383,7383,Services - news syndicates
22,Servs,Personal and Business Services,7384,7384,Services - photofinishing labs
22,Servs,Personal and Business Services,7385,7385,Services - telephone interconnect systems
22,Servs,Personal and Business Services,7389,7390,Services - Misc business services
22,Servs,Personal and Business Services,7391,7391,Services - R&D labs
22,Servs,Personal and Business Services,7392,7392,Services - management consulting & P.R.
22,Servs,Personal and Business Services,7393,7393,Services - detective and protective (ADT)
22,Servs,Personal and Business Services,7394,7394,Services - equipment rental & leasing
22,Servs,Personal and Business Services,7395,7395,Services - photofinishing labs (School pictures)
22,Servs,Personal and Business Services,7396,7396,Services - trading stamp services
22,Servs,Personal and Business Services,7397,7397,Services - commercial testing labs
22,Servs,Personal and Business Services,7399,7399,Services - business services
22,Servs,Personal and Business Services,7500,7500,"Services - auto repair, services & parking"
22,Servs,Personal and Business Services,7510,7519,"Services - truck, auto, trailer rental & leasing"
22,Servs,Personal and Business Services,7520,7529,Services - automobile parking
22,Servs,Personal and Business Services,7530,7539,Services - automotive repair shops
22,Servs,Personal and Business Services,7540,7549,"Services - automotive services, except repair (car washes)"
22,Servs,Personal and Business Services,7600,7600,Services - Misc repair services
22,Servs,Personal and Business Services,7620,7620,Services - Electrical repair shops
22,Servs,Personal and Business Services,7622,7622,Services - Radio and TV repair shops
22,Servs,Personal and Business Services,7623,7623,Services - Refrigeration and air conditioning service & repair shops
22,Servs,Personal and Business Services,7629,7629,Services - Electrical & electronic repair shops
22,Servs,Personal and Business Services,7630,7631,"Services - Watch, clock and jewelry repair"
22,Servs,Personal and Business Services,7640,7641,Services - Reupholster & furniture repair
22,Servs,Personal and Business Services,7690,7699,Services - Misc repair shops & related services
22,Servs,Personal and Business Services,8100,8199,Services - legal
22,Servs,Personal and Business Services,8200,8299,Services - educational
22,Servs,Personal and Business Services,8300,8399,Services - social services
22,Servs,Personal and Business Services,8400,8499,"Services - museums, art galleries, botanical and zoological gardens"
22,Servs,Personal and Business Services,8600,8699,Services - membership organizations
22,Servs,Personal and Business Services,8700,8700,"Services - engineering, accounting, research, management"
22,Servs,Personal and Business Services,8710,8713,"Services - engineering, accounting, surveying"
22,Servs,Personal and Business Services,8720,8721,"Services - accounting, auditing, bookkeeping"
22,Servs,Personal and Business Services,8730,8734,"Services - research, development, testing labs"
22,Servs,Personal and Business Services,8740,8748,"Services - management, public relations, consulting"
22,Servs,Personal and Business Services,8800,8899,Services - private households
22,Servs,Personal and Business Services,8900,8910,Services - Misc
22,Servs,Personal and Business Services,8911,8911,Services - Misc engineering & architect
22,Servs,Personal and Business Services,8920,8999,Services - Misc
23,BusEq,Business Equipment,3570,3579,Computer & office equipment
23,BusEq,Business Equipment,3622,3622,Industrial controls
23,BusEq,Business Equipment,3661,3661,Telephone and telegraph apparatus
23,BusEq,Business Equipment,3662,3662,Communications equipment
23,BusEq,Business Equipment,3663,3663,Radio & TV broadcasting & communications equipment
23,BusEq,Business Equipment,3664,3664,"Search, navigation, guidance systems"
23,BusEq,Business Equipment,3665,3665,Training equipment & simulators
23,BusEq,Business Equipment,3666,3666,Alarm & signaling products
23,BusEq,Business Equipment,3669,3669,Communication equipment
23,BusEq,Business Equipment,3670,3679,Electronic components & accessories
23,BusEq,Business Equipment,3680,3680,Computers
23,BusEq,Business Equipment,3681,3681,Computers - mini
23,BusEq,Business Equipment,3682,3682,Computers - mainframe
23,BusEq,Business Equipment,3683,3683,Computers - terminals
23,BusEq,Business Equipment,3684,3684,Computers - disk & tape drives
23,BusEq,Business Equipment,3685,3685,Computers - optical scanners
23,BusEq,Business Equipment,3686,3686,Computers - graphics
23,BusEq,Business Equipment,3687,3687,Computers - office automation systems
23,BusEq,Business Equipment,3688,3688,Computers - peripherals
23,BusEq,Business Equipment,3689,3689,Computers - equipment
23,BusEq,Business Equipment,3695,3695,Magnetic and optical recording media
23,BusEq,Business Equipment,3810,3810,"Search, detection, navigation, guidance"
23,BusEq,Business Equipment,3811,3811,Engr lab and research equipment
23,BusEq,Business Equipment,3812,3812,"Search, detection, navigation, guidance"
23,BusEq,Business Equipment,3820,3820,Measuring and controlling equipment
23,BusEq,Business Equipment,3821,3821,Laboratory apparatus and furniture
23,BusEq,Business Equipment,3822,3822,Automatic controls for regulating residential & commercial environments & appliances
23,BusEq,Business Equipment,3823,3823,Industrial measurement instruments & related products
23,BusEq,Business Equipment,3824,3824,Totalizing fluid meters & counting devices
23,BusEq,Business Equipment,3825,3825,Instruments for measuring & testing of electricity & electrical instruments
23,BusEq,Business Equipment,3826,3826,Lab analytical instruments
23,BusEq,Business Equipment,3827,3827,Optical instruments and lenses
23,BusEq,Business Equipment,3829,3829,Misc measuring and controlling devices
23,BusEq,Business Equipment,3830,3839,Optical instruments and lenses
23,BusEq,Business Equipment,7373,7373,Computer integrated systems design
24,Paper,Business Supplies and Shipping Containers,2440,2449,Wood containers
24,Paper,Business Supplies and Shipping Containers,2520,2549,Office furniture and fixtures
24,Paper,Business Supplies and Shipping Containers,2600,2639,Paper and allied products
24,Paper,Business Supplies and Shipping Containers,2640,2659,"Paperboard containers, boxes, drums, tubs"
24,Paper,Business Supplies and Shipping Containers,2670,2699,Paper and allied products
24,Paper,Business Supplies and Shipping Containers,2760,2761,Manifold business forms
24,Paper,Business Supplies and Shipping Containers,3220,3221,Glass containers
24,Paper,Business Supplies and Shipping Containers,3410,3412,Metal cans and shipping containers
24,Paper,Business Supplies and Shipping Containers,3950,3955,"Pens, pencils & other artists’ supplies"
25,Trans,Transportation,4000,4013,"Railroads, line-haul operating"
25,Trans,Transportation,4040,4049,Railway express service
25,Trans,Transportation,4100,4100,Local & suburban transit & interurban highway passenger transportation
25,Trans,Transportation,4110,4119,Local & suburban passenger transportation
25,Trans,Transportation,4120,4121,Taxicabs
25,Trans,Transportation,4130,4131,Intercity & rural bus transportation (Greyhound)
25,Trans,Transportation,4140,4142,Bus charter service
25,Trans,Transportation,4150,4151,School buses
25,Trans,Transportation,4170,4173,Motor vehicle terminals & service facilities
25,Trans,Transportation,4190,4199,Misc transit and passenger transportation
25,Trans,Transportation,4200,4200,Trucking & warehousing
25,Trans,Transportation,4210,4219,"Trucking & courier services, except air"
25,Trans,Transportation,4220,4229,Warehousing and storage
25,Trans,Transportation,4230,4231,Terminal & joint terminal maintenance
25,Trans,Transportation,4240,4249,Transportation
25,Trans,Transportation,4400,4499,Water transport
25,Trans,Transportation,4500,4599,Air transportation
25,Trans,Transportation,4600,4699,"Pipelines, except natural gas"
25,Trans,Transportation,4700,4700,Transportation services
25,Trans,Transportation,4710,4712,Freight forwarding
25,Trans,Transportation,4720,4729,Arrangement of passenger transportation
25,Trans,Transportation,4730,4739,Arrangement of transportation of freight and cargo
25,Trans,Transportation,4740,4749,Rental of railroad cars
25,Trans,Transportation,4780,4780,Misc services incidental to transportation
25,Trans,Transportation,4782,4782,Inspection and weighing services
25,Trans,Transportation,4783,4783,Packing and crating
25,Trans,Transportation,4784,4784,Misc fixed facilities for vehicles
25,Trans,Transportation,4785,4785,Motor vehicle inspection
25,Trans,Transportation,4789,4789,Misc transportation services
26,Whlsl,Wholesale,5000,5000,Wholesale - durable goods
26,Whlsl,Wholesale,5010,5015,Wholesale - automotive vehicles & automotive parts & supplies
26,Whlsl,Wholesale,5020,5023,Wholesale - furniture and home furnishings
26,Whlsl,Wholesale,5030,5039,Wholesale - lumber and construction materials
26,Whlsl,Wholesale,5040,5042,Wholesale - professional and commercial equipment and supplies
26,Whlsl,Wholesale,5043,5043,Wholesale - photographic equipment & supplies
26,Whlsl,Wholesale,5044,5044,Wholesale - office equipment
26,Whlsl,Wholesale,5045,5045,Wholesale - computers & peripheral equipment & software
26,Whlsl,Wholesale,5046,5046,Wholesale - commercial equipment
26,Whlsl,Wholesale,5047,5047,"Wholesale - medical, dental & hospital equipment"
26,Whlsl,Wholesale,5048,5048,Wholesale - ophthalmic goods
26,Whlsl,Wholesale,5049,5049,Wholesale - professional equipment and supplies
